Cre01.g000017.t1.1	CHLRE_01g000017v5
Cre13.g578900.t1.1	CHLRE_13g578900v5
Cre13.g578950.t1.1	CHLRE_13g578950v5
Cre13.g579000.t1.1	CHLRE_13g579000v5
Cre13.g579017.t1.1	CHLRE_13g579017v5
Cre13.g579050.t1.1	CHLRE_13g579050v5
Cre13.g579076.t1.1	CHLRE_13g579076v5
Cre13.g579100.t1.1	CHLRE_13g579100v5
Cre13.g579150.t1.1	CHLRE_13g579150v5
Cre13.g579200.t1.1	CHLRE_13g579200v5
Cre13.g579250.t1.1	CHLRE_13g579250v5
Cre13.g579300.t1.1	CHLRE_13g579300v5
Cre13.g579326.t1.1	CHLRE_13g579326v5
Cre13.g579350.t1.1	CHLRE_13g579350v5
Cre13.g579400.t1.1	CHLRE_13g579400v5
Cre13.g579450.t1.1	CHLRE_13g579450v5
Cre13.g579500.t1.1	CHLRE_13g579500v5
Cre13.g579550.t1.1	CHLRE_13g579550v5
Cre13.g579566.t1.1	CHLRE_13g579566v5
Cre13.g579582.t1.1	CHLRE_13g579582v5
Cre13.g579598.t1.1	CHLRE_13g579598v5
Cre13.g579650.t1.1	CHLRE_13g579650v5
Cre13.g579700.t1.1	CHLRE_13g579700v5
Cre13.g579734.t1.1	CHLRE_13g579734v5
Cre13.g579767.t1.1	CHLRE_13g579767v5
Cre13.g579800.t1.1	CHLRE_13g579800v5
Cre13.g579850.t1.1	CHLRE_13g579850v5
Cre13.g579901.t1.1	CHLRE_13g579901v5
Cre13.g579950.t1.1	CHLRE_13g579950v5
Cre13.g579976.t1.1	CHLRE_13g579976v5
Cre13.g580000.t1.1	CHLRE_13g580000v5
Cre13.g580050.t1.1	CHLRE_13g580050v5
Cre13.g580100.t1.1	CHLRE_13g580100v5
Cre13.g580150.t1.1	CHLRE_13g580150v5
Cre13.g580200.t1.1	CHLRE_13g580200v5
Cre13.g580250.t1.1	CHLRE_13g580250v5
Cre13.g580300.t1.1	CHLRE_13g580300v5
Cre13.g580350.t1.1	CHLRE_13g580350v5
Cre13.g580450.t1.1	CHLRE_13g580450v5
Cre13.g580500.t1.1	CHLRE_13g580500v5
Cre13.g580550.t1.1	CHLRE_13g580550v5
Cre13.g580600.t1.1	CHLRE_13g580600v5
Cre13.g580650.t1.1	CHLRE_13g580650v5
Cre13.g580700.t1.1	CHLRE_13g580700v5
Cre13.g580750.t1.1	CHLRE_13g580750v5
Cre13.g580800.t1.1	CHLRE_13g580800v5
Cre13.g580850.t1.1	CHLRE_13g580850v5
Cre13.g580900.t1.1	CHLRE_13g580900v5
Cre13.g580950.t1.1	CHLRE_13g580950v5
Cre13.g580976.t1.1	CHLRE_13g580976v5
Cre13.g581000.t1.1	CHLRE_13g581000v5
Cre13.g581050.t1.1	CHLRE_13g581050v5
Cre13.g581100.t1.1	CHLRE_13g581100v5
Cre13.g581150.t1.1	CHLRE_13g581150v5
Cre13.g581200.t1.1	CHLRE_13g581200v5
Cre13.g581300.t1.1	CHLRE_13g581300v5
Cre13.g581350.t1.1	CHLRE_13g581350v5
Cre13.g581400.t1.1	CHLRE_13g581400v5
Cre13.g581450.t1.1	CHLRE_13g581450v5
Cre13.g581500.t1.1	CHLRE_13g581500v5
Cre13.g581550.t1.1	CHLRE_13g581550v5
Cre13.g581600.t1.1	CHLRE_13g581600v5
Cre13.g581650.t1.1	CHLRE_13g581650v5
Cre13.g581700.t1.1	CHLRE_13g581700v5
Cre13.g581750.t1.1	CHLRE_13g581750v5
Cre13.g581801.t1.1	CHLRE_13g581801v5
Cre13.g581850.t1.1	CHLRE_13g581850v5
Cre13.g581900.t1.1	CHLRE_13g581900v5
Cre13.g582000.t1.1	CHLRE_13g582000v5
Cre13.g582050.t1.1	CHLRE_13g582050v5
Cre13.g582100.t1.1	CHLRE_13g582100v5
Cre13.g582112.t1.1	CHLRE_13g582112v5
Cre13.g582150.t1.1	CHLRE_13g582150v5
Cre13.g582201.t1.1	CHLRE_13g582201v5
Cre13.g582250.t1.1	CHLRE_13g582250v5
Cre13.g582270.t1.1	CHLRE_13g582270v5
Cre13.g582290.t1.1	CHLRE_13g582290v5
Cre13.g582350.t1.1	CHLRE_13g582350v5
Cre13.g582476.t1.1	CHLRE_13g582476v5
Cre13.g582600.t1.1	CHLRE_13g582600v5
Cre13.g582650.t1.1	CHLRE_13g582650v5
Cre13.g582671.t1.1	CHLRE_13g582671v5
Cre13.g582692.t1.1	CHLRE_13g582692v5
Cre13.g582713.t1.1	CHLRE_13g582713v5
Cre13.g582734.t1.1	CHLRE_13g582734v5
Cre13.g582755.t1.1	CHLRE_13g582755v5
Cre13.g582800.t1.1	CHLRE_13g582800v5
Cre13.g582850.t1.1	CHLRE_13g582850v5
Cre13.g582900.t1.1	CHLRE_13g582900v5
Cre13.g582950.t1.1	CHLRE_13g582950v5
Cre13.g583000.t1.1	CHLRE_13g583000v5
Cre13.g583050.t1.1	CHLRE_13g583050v5
Cre13.g583100.t1.1	CHLRE_13g583100v5
Cre13.g583150.t1.1	CHLRE_13g583150v5
Cre13.g583200.t1.1	CHLRE_13g583200v5
Cre13.g583217.t1.1	CHLRE_13g583217v5
Cre13.g583250.t1.1	CHLRE_13g583250v5
Cre13.g583287.t1.1	CHLRE_13g583287v5
Cre13.g583300.t1.1	CHLRE_13g583300v5
Cre13.g583325.t1.1	CHLRE_13g583325v5
Cre13.g583350.t1.1	CHLRE_13g583350v5
Cre13.g583400.t1.1	CHLRE_13g583400v5
Cre13.g583450.t1.1	CHLRE_13g583450v5
Cre13.g583500.t1.1	CHLRE_13g583500v5
Cre13.g583550.t1.1	CHLRE_13g583550v5
Cre13.g583600.t1.1	CHLRE_13g583600v5
Cre13.g583650.t1.1	CHLRE_13g583650v5
Cre13.g583700.t1.1	CHLRE_13g583700v5
Cre13.g583750.t1.1	CHLRE_13g583750v5
Cre13.g583787.t1.1	CHLRE_13g583787v5
Cre13.g583824.t1.1	CHLRE_13g583824v5
Cre13.g583861.t1.1	CHLRE_13g583861v5
Cre13.g583898.t1.1	CHLRE_13g583898v5
Cre13.g583935.t1.1	CHLRE_13g583935v5
Cre13.g583972.t1.1	CHLRE_13g583972v5
Cre13.g584050.t1.1	CHLRE_13g584050v5
Cre13.g584100.t1.1	CHLRE_13g584100v5
Cre13.g584135.t1.1	CHLRE_13g584135v5
Cre13.g584170.t1.1	CHLRE_13g584170v5
Cre13.g584200.t1.1	CHLRE_13g584200v5
Cre13.g584250.t1.1	CHLRE_13g584250v5
Cre13.g584350.t1.1	CHLRE_13g584350v5
Cre13.g584400.t1.1	CHLRE_13g584400v5
Cre13.g584450.t1.1	CHLRE_13g584450v5
Cre13.g584500.t1.1	CHLRE_13g584500v5
Cre13.g584551.t1.1	CHLRE_13g584551v5
Cre13.g584600.t1.1	CHLRE_13g584600v5
Cre13.g584619.t1.1	CHLRE_13g584619v5
Cre13.g584650.t1.1	CHLRE_13g584650v5
Cre13.g584700.t1.1	CHLRE_13g584700v5
Cre13.g584750.t1.1	CHLRE_13g584750v5
Cre13.g584775.t1.1	CHLRE_13g584775v5
Cre13.g584800.t1.1	CHLRE_13g584800v5
Cre13.g584850.t1.1	CHLRE_13g584850v5
Cre13.g584901.t1.1	CHLRE_13g584901v5
Cre13.g584950.t1.1	CHLRE_13g584950v5
Cre13.g585000.t1.1	CHLRE_13g585000v5
Cre13.g585026.t1.1	CHLRE_13g585026v5
Cre13.g585050.t1.1	CHLRE_13g585050v5
Cre13.g585100.t1.1	CHLRE_13g585100v5
Cre13.g585150.t1.1	CHLRE_13g585150v5
Cre13.g585175.t1.1	CHLRE_13g585175v5
Cre13.g585200.t1.1	CHLRE_13g585200v5
Cre13.g585250.t1.1	CHLRE_13g585250v5
Cre13.g585301.t1.1	CHLRE_13g585301v5
Cre13.g585350.t1.1	CHLRE_13g585350v5
Cre13.g585400.t1.1	CHLRE_13g585400v5
Cre13.g585450.t1.1	CHLRE_13g585450v5
Cre13.g585500.t1.1	CHLRE_13g585500v5
Cre13.g585550.t1.1	CHLRE_13g585550v5
Cre13.g585600.t1.1	CHLRE_13g585600v5
Cre13.g585651.t1.1	CHLRE_13g585651v5
Cre13.g585700.t1.1	CHLRE_13g585700v5
Cre13.g585750.t1.1	CHLRE_13g585750v5
Cre13.g585800.t1.1	CHLRE_13g585800v5
Cre13.g585850.t1.1	CHLRE_13g585850v5
Cre13.g585900.t1.1	CHLRE_13g585900v5
Cre13.g585950.t1.1	CHLRE_13g585950v5
Cre13.g586000.t1.1	CHLRE_13g586000v5
Cre13.g586050.t1.1	CHLRE_13g586050v5
Cre13.g586100.t1.1	CHLRE_13g586100v5
Cre13.g586150.t1.1	CHLRE_13g586150v5
Cre13.g586200.t1.1	CHLRE_13g586200v5
Cre13.g586250.t1.1	CHLRE_13g586250v5
Cre13.g586300.t1.1	CHLRE_13g586300v5
Cre13.g586350.t1.1	CHLRE_13g586350v5
Cre13.g586400.t1.1	CHLRE_13g586400v5
Cre13.g586450.t1.1	CHLRE_13g586450v5
Cre13.g586500.t1.1	CHLRE_13g586500v5
Cre13.g586550.t1.1	CHLRE_13g586550v5
Cre13.g586600.t1.1	CHLRE_13g586600v5
Cre13.g586650.t1.1	CHLRE_13g586650v5
Cre13.g586700.t1.1	CHLRE_13g586700v5
Cre13.g586750.t1.1	CHLRE_13g586750v5
Cre13.g586800.t1.1	CHLRE_13g586800v5
Cre13.g586850.t1.1	CHLRE_13g586850v5
Cre13.g586883.t1.1	CHLRE_13g586883v5
Cre13.g586916.t1.1	CHLRE_13g586916v5
Cre13.g586950.t1.1	CHLRE_13g586950v5
Cre13.g587000.t1.1	CHLRE_13g587000v5
Cre13.g587050.t1.1	CHLRE_13g587050v5
Cre13.g587100.t1.1	CHLRE_13g587100v5
Cre13.g587150.t1.1	CHLRE_13g587150v5
Cre13.g587200.t1.1	CHLRE_13g587200v5
Cre13.g587250.t1.1	CHLRE_13g587250v5
Cre13.g587300.t1.1	CHLRE_13g587300v5
Cre13.g587350.t1.1	CHLRE_13g587350v5
Cre13.g587376.t1.1	CHLRE_13g587376v5
Cre13.g587400.t1.1	CHLRE_13g587400v5
Cre13.g587450.t1.1	CHLRE_13g587450v5
Cre13.g587500.t1.1	CHLRE_13g587500v5
Cre13.g587550.t1.1	CHLRE_13g587550v5
Cre13.g587600.t1.1	CHLRE_13g587600v5
Cre13.g587650.t1.1	CHLRE_13g587650v5
Cre13.g587700.t1.1	CHLRE_13g587700v5
Cre13.g587750.t1.1	CHLRE_13g587750v5
Cre13.g587800.t1.1	CHLRE_13g587800v5
Cre13.g587850.t1.1	CHLRE_13g587850v5
Cre13.g587950.t1.1	CHLRE_13g587950v5
Cre13.g588000.t1.1	CHLRE_13g588000v5
Cre13.g588026.t1.1	CHLRE_13g588026v5
Cre13.g588050.t1.1	CHLRE_13g588050v5
Cre13.g588100.t1.1	CHLRE_13g588100v5
Cre13.g588150.t1.1	CHLRE_13g588150v5
Cre13.g588201.t1.1	CHLRE_13g588201v5
Cre13.g588250.t1.1	CHLRE_13g588250v5
Cre13.g588271.t1.1	CHLRE_13g588271v5
Cre13.g588310.t1.1	CHLRE_13g588310v5
Cre13.g588350.t1.1	CHLRE_13g588350v5
Cre13.g588368.t1.1	CHLRE_13g588368v5
Cre13.g588386.t1.1	CHLRE_13g588386v5
Cre13.g588405.t1.1	CHLRE_13g588405v5
Cre13.g588453.t1.1	CHLRE_13g588453v5
Cre13.g588501.t1.1	CHLRE_13g588501v5
Cre13.g588550.t1.1	CHLRE_13g588550v5
Cre13.g588600.t1.1	CHLRE_13g588600v5
Cre13.g588626.t1.1	CHLRE_13g588626v5
Cre13.g588650.t1.1	CHLRE_13g588650v5
Cre13.g588700.t1.1	CHLRE_13g588700v5
Cre13.g588736.t1.1	CHLRE_13g588736v5
Cre13.g588750.t1.1	CHLRE_13g588750v5
Cre13.g588800.t1.1	CHLRE_13g588800v5
Cre13.g588850.t1.1	CHLRE_13g588850v5
Cre13.g588900.t1.1	CHLRE_13g588900v5
Cre13.g588950.t1.1	CHLRE_13g588950v5
Cre13.g588959.t1.1	CHLRE_13g588959v5
Cre13.g589000.t1.1	CHLRE_13g589000v5
Cre13.g589050.t1.1	CHLRE_13g589050v5
Cre13.g589100.t1.1	CHLRE_13g589100v5
Cre13.g589150.t1.1	CHLRE_13g589150v5
Cre13.g589167.t1.1	CHLRE_13g589167v5
Cre13.g589200.t1.1	CHLRE_13g589200v5
Cre13.g589250.t1.1	CHLRE_13g589250v5
Cre13.g589300.t1.1	CHLRE_13g589300v5
Cre13.g589350.t1.1	CHLRE_13g589350v5
Cre13.g589400.t1.1	CHLRE_13g589400v5
Cre13.g589426.t1.1	CHLRE_13g589426v5
Cre13.g589450.t1.1	CHLRE_13g589450v5
Cre13.g589500.t1.1	CHLRE_13g589500v5
Cre13.g589550.t1.1	CHLRE_13g589550v5
Cre13.g589600.t1.1	CHLRE_13g589600v5
Cre13.g589650.t1.1	CHLRE_13g589650v5
Cre13.g589700.t1.1	CHLRE_13g589700v5
Cre13.g589750.t1.1	CHLRE_13g589750v5
Cre13.g589800.t1.1	CHLRE_13g589800v5
Cre13.g589870.t1.1	CHLRE_13g589870v5
Cre13.g589940.t1.1	CHLRE_13g589940v5
Cre13.g590010.t1.1	CHLRE_13g590010v5
Cre13.g590150.t1.1	CHLRE_13g590150v5
Cre13.g590200.t1.1	CHLRE_13g590200v5
Cre13.g590225.t1.1	CHLRE_13g590225v5
Cre13.g590251.t1.1	CHLRE_13g590251v5
Cre13.g590300.t1.1	CHLRE_13g590300v5
Cre13.g590350.t1.1	CHLRE_13g590350v5
Cre13.g590400.t1.1	CHLRE_13g590400v5
Cre13.g590450.t1.1	CHLRE_13g590450v5
Cre13.g590500.t1.1	CHLRE_13g590500v5
Cre13.g590550.t1.1	CHLRE_13g590550v5
Cre13.g590600.t1.1	CHLRE_13g590600v5
Cre13.g590626.t1.1	CHLRE_13g590626v5
Cre13.g590650.t1.1	CHLRE_13g590650v5
Cre13.g590700.t1.1	CHLRE_13g590700v5
Cre13.g590750.t1.1	CHLRE_13g590750v5
Cre13.g590800.t1.1	CHLRE_13g590800v5
Cre13.g590850.t1.1	CHLRE_13g590850v5
Cre13.g590900.t1.1	CHLRE_13g590900v5
Cre13.g590905.t1.1	CHLRE_13g590905v5
Cre13.g590950.t1.1	CHLRE_13g590950v5
Cre13.g591000.t1.1	CHLRE_13g591000v5
Cre13.g591050.t1.1	CHLRE_13g591050v5
Cre13.g591073.t1.1	CHLRE_13g591073v5
Cre13.g591100.t1.1	CHLRE_13g591100v5
Cre13.g591150.t1.1	CHLRE_13g591150v5
Cre13.g591200.t1.1	CHLRE_13g591200v5
Cre13.g591250.t1.1	CHLRE_13g591250v5
Cre13.g591300.t1.1	CHLRE_13g591300v5
Cre13.g591350.t1.1	CHLRE_13g591350v5
Cre13.g591400.t1.1	CHLRE_13g591400v5
Cre13.g591450.t1.1	CHLRE_13g591450v5
Cre13.g591501.t1.1	CHLRE_13g591501v5
Cre13.g591550.t1.1	CHLRE_13g591550v5
Cre13.g591600.t1.1	CHLRE_13g591600v5
Cre13.g591650.t1.1	CHLRE_13g591650v5
Cre13.g591700.t1.1	CHLRE_13g591700v5
Cre13.g591750.t1.1	CHLRE_13g591750v5
Cre13.g591800.t1.1	CHLRE_13g591800v5
Cre13.g591851.t1.1	CHLRE_13g591851v5
Cre13.g591900.t1.1	CHLRE_13g591900v5
Cre13.g591951.t1.1	CHLRE_13g591951v5
Cre13.g592000.t1.1	CHLRE_13g592000v5
Cre13.g592050.t1.1	CHLRE_13g592050v5
Cre13.g592100.t1.1	CHLRE_13g592100v5
Cre13.g592150.t1.1	CHLRE_13g592150v5
Cre13.g592200.t1.1	CHLRE_13g592200v5
Cre13.g592250.t1.1	CHLRE_13g592250v5
Cre13.g592300.t1.1	CHLRE_13g592300v5
Cre13.g592350.t1.1	CHLRE_13g592350v5
Cre13.g592400.t1.1	CHLRE_13g592400v5
Cre13.g592450.t1.1	CHLRE_13g592450v5
Cre13.g592500.t1.1	CHLRE_13g592500v5
Cre13.g592550.t1.1	CHLRE_13g592550v5
Cre13.g592551.t1.1	CHLRE_13g592551v5
Cre13.g593833.t1.1	CHLRE_13g593833v5
Cre13.g595114.t1.1	CHLRE_13g595114v5
Cre13.g596395.t1.1	CHLRE_13g596395v5
Cre13.g597676.t1.1	CHLRE_13g597676v5
Cre13.g598957.t1.1	CHLRE_13g598957v5
Cre13.g600238.t1.1	CHLRE_13g600238v5
Cre13.g601519.t1.1	CHLRE_13g601519v5
Cre13.g602300.t1.1	CHLRE_13g602300v5
Cre13.g602350.t1.1	CHLRE_13g602350v5
Cre13.g602400.t1.1	CHLRE_13g602400v5
Cre13.g602425.t1.1	CHLRE_13g602425v5
Cre13.g602450.t1.1	CHLRE_13g602450v5
Cre13.g602500.t1.1	CHLRE_13g602500v5
Cre13.g602550.t1.1	CHLRE_13g602550v5
Cre13.g602600.t1.1	CHLRE_13g602600v5
Cre13.g602650.t1.1	CHLRE_13g602650v5
Cre13.g602700.t1.1	CHLRE_13g602700v5
Cre13.g602750.t1.1	CHLRE_13g602750v5
Cre13.g602800.t1.1	CHLRE_13g602800v5
Cre13.g602850.t1.1	CHLRE_13g602850v5
Cre13.g602901.t1.1	CHLRE_13g602901v5
Cre13.g602950.t1.1	CHLRE_13g602950v5
Cre13.g603000.t1.1	CHLRE_13g603000v5
Cre13.g603050.t1.1	CHLRE_13g603050v5
Cre13.g603100.t1.1	CHLRE_13g603100v5
Cre13.g603176.t1.1	CHLRE_13g603176v5
Cre13.g603225.t1.1	CHLRE_13g603225v5
Cre13.g603250.t1.1	CHLRE_13g603250v5
Cre13.g603300.t1.1	CHLRE_13g603300v5
Cre13.g603350.t1.1	CHLRE_13g603350v5
Cre13.g603400.t1.1	CHLRE_13g603400v5
Cre13.g603450.t1.1	CHLRE_13g603450v5
Cre13.g603500.t1.1	CHLRE_13g603500v5
Cre13.g603550.t1.1	CHLRE_13g603550v5
Cre13.g603600.t1.1	CHLRE_13g603600v5
Cre13.g603650.t1.1	CHLRE_13g603650v5
Cre13.g603700.t1.1	CHLRE_13g603700v5
Cre13.g603750.t1.1	CHLRE_13g603750v5
Cre13.g603776.t1.1	CHLRE_13g603776v5
Cre13.g603800.t1.1	CHLRE_13g603800v5
Cre13.g603850.t1.1	CHLRE_13g603850v5
Cre13.g603900.t1.1	CHLRE_13g603900v5
Cre13.g603950.t1.1	CHLRE_13g603950v5
Cre13.g604000.t1.1	CHLRE_13g604000v5
Cre13.g604050.t1.1	CHLRE_13g604050v5
Cre13.g604150.t1.1	CHLRE_13g604150v5
Cre13.g604200.t1.1	CHLRE_13g604200v5
Cre13.g604250.t1.1	CHLRE_13g604250v5
Cre13.g604300.t1.1	CHLRE_13g604300v5
Cre13.g604350.t1.1	CHLRE_13g604350v5
Cre13.g604400.t1.1	CHLRE_13g604400v5
Cre13.g604450.t1.1	CHLRE_13g604450v5
Cre13.g604501.t1.1	CHLRE_13g604501v5
Cre13.g604550.t1.1	CHLRE_13g604550v5
Cre13.g604600.t1.1	CHLRE_13g604600v5
Cre13.g604650.t1.1	CHLRE_13g604650v5
Cre13.g604700.t1.1	CHLRE_13g604700v5
Cre13.g604750.t1.1	CHLRE_13g604750v5
Cre13.g604800.t1.1	CHLRE_13g604800v5
Cre13.g604850.t1.1	CHLRE_13g604850v5
Cre13.g604905.t1.1	CHLRE_13g604905v5
Cre13.g604950.t1.1	CHLRE_13g604950v5
Cre13.g605000.t1.1	CHLRE_13g605000v5
Cre13.g605050.t1.1	CHLRE_13g605050v5
Cre13.g605100.t1.1	CHLRE_13g605100v5
Cre13.g605150.t1.1	CHLRE_13g605150v5
Cre13.g605200.t1.1	CHLRE_13g605200v5
Cre13.g605250.t1.1	CHLRE_13g605250v5
Cre13.g605300.t1.1	CHLRE_13g605300v5
Cre13.g605350.t1.1	CHLRE_13g605350v5
Cre13.g605368.t1.1	CHLRE_13g605368v5
Cre13.g605386.t1.1	CHLRE_13g605386v5
Cre13.g605404.t1.1	CHLRE_13g605404v5
Cre13.g605500.t1.1	CHLRE_13g605500v5
Cre13.g605550.t1.1	CHLRE_13g605550v5
Cre13.g605600.t1.1	CHLRE_13g605600v5
Cre13.g605650.t1.1	CHLRE_13g605650v5
Cre13.g605700.t1.1	CHLRE_13g605700v5
Cre13.g605750.t1.1	CHLRE_13g605750v5
Cre13.g605800.t1.1	CHLRE_13g605800v5
Cre13.g605850.t1.1	CHLRE_13g605850v5
Cre13.g605900.t1.1	CHLRE_13g605900v5
Cre13.g606000.t1.1	CHLRE_13g606000v5
Cre13.g606050.t1.1	CHLRE_13g606050v5
Cre13.g606101.t1.1	CHLRE_13g606101v5
Cre13.g606150.t1.1	CHLRE_13g606150v5
Cre13.g606200.t1.1	CHLRE_13g606200v5
Cre13.g606250.t1.1	CHLRE_13g606250v5
Cre13.g606300.t1.1	CHLRE_13g606300v5
Cre13.g606350.t1.1	CHLRE_13g606350v5
Cre13.g606450.t1.1	CHLRE_13g606450v5
Cre13.g606500.t1.1	CHLRE_13g606500v5
Cre13.g606550.t1.1	CHLRE_13g606550v5
Cre13.g606600.t1.1	CHLRE_13g606600v5
Cre13.g606652.t1.1	CHLRE_13g606652v5
Cre13.g606700.t1.1	CHLRE_13g606700v5
Cre13.g606750.t1.1	CHLRE_13g606750v5
Cre13.g606800.t1.1	CHLRE_13g606800v5
Cre13.g606850.t1.1	CHLRE_13g606850v5
Cre13.g606900.t1.1	CHLRE_13g606900v5
Cre13.g606950.t1.1	CHLRE_13g606950v5
Cre13.g606962.t1.1	CHLRE_13g606962v5
Cre13.g606974.t1.1	CHLRE_13g606974v5
Cre13.g607000.t1.1	CHLRE_13g607000v5
Cre13.g607050.t1.1	CHLRE_13g607050v5
Cre13.g607100.t1.1	CHLRE_13g607100v5
Cre13.g607150.t1.1	CHLRE_13g607150v5
Cre13.g607200.t1.1	CHLRE_13g607200v5
Cre13.g607250.t1.1	CHLRE_13g607250v5
Cre13.g607300.t1.1	CHLRE_13g607300v5
Cre13.g607350.t1.1	CHLRE_13g607350v5
Cre13.g607400.t1.1	CHLRE_13g607400v5
Cre13.g607450.t1.1	CHLRE_13g607450v5
Cre13.g607500.t1.1	CHLRE_13g607500v5
Cre13.g607550.t1.1	CHLRE_13g607550v5
Cre13.g607600.t1.1	CHLRE_13g607600v5
Cre13.g607650.t1.1	CHLRE_13g607650v5
Cre13.g607700.t1.1	CHLRE_13g607700v5
Cre13.g607750.t1.1	CHLRE_13g607750v5
Cre13.g607800.t1.1	CHLRE_13g607800v5
Cre13.g607850.t1.1	CHLRE_13g607850v5
Cre13.g607900.t1.1	CHLRE_13g607900v5
Cre13.g607950.t1.1	CHLRE_13g607950v5
Cre13.g608000.t1.1	CHLRE_13g608000v5
Cre14.g608050.t1.1	CHLRE_14g608050v5
Cre14.g608093.t1.1	CHLRE_14g608093v5
Cre14.g608100.t1.1	CHLRE_14g608100v5
Cre14.g608150.t1.1	CHLRE_14g608150v5
Cre14.g608200.t1.1	CHLRE_14g608200v5
Cre14.g608250.t1.1	CHLRE_14g608250v5
Cre14.g608275.t1.1	CHLRE_14g608275v5
Cre14.g608300.t1.1	CHLRE_14g608300v5
Cre14.g608350.t1.1	CHLRE_14g608350v5
Cre14.g608400.t1.1	CHLRE_14g608400v5
Cre14.g608452.t1.1	CHLRE_14g608452v5
Cre14.g608500.t1.1	CHLRE_14g608500v5
Cre14.g608550.t1.1	CHLRE_14g608550v5
Cre14.g608600.t1.1	CHLRE_14g608600v5
Cre14.g608652.t1.1	CHLRE_14g608652v5
Cre14.g608700.t1.1	CHLRE_14g608700v5
Cre14.g608750.t1.1	CHLRE_14g608750v5
Cre14.g608788.t1.1	CHLRE_14g608788v5
Cre14.g608800.t1.1	CHLRE_14g608800v5
Cre14.g608850.t1.1	CHLRE_14g608850v5
Cre14.g608900.t1.1	CHLRE_14g608900v5
Cre14.g608950.t1.1	CHLRE_14g608950v5
Cre14.g608970.t1.1	CHLRE_14g608970v5
Cre14.g608990.t1.1	CHLRE_14g608990v5
Cre14.g609010.t1.1	CHLRE_14g609010v5
Cre14.g609030.t1.1	CHLRE_14g609030v5
Cre14.g609050.t1.1	CHLRE_14g609050v5
Cre14.g609100.t1.1	CHLRE_14g609100v5
Cre14.g609150.t1.1	CHLRE_14g609150v5
Cre14.g609202.t1.1	CHLRE_14g609202v5
Cre14.g609250.t1.1	CHLRE_14g609250v5
Cre14.g609300.t1.1	CHLRE_14g609300v5
Cre14.g609350.t1.1	CHLRE_14g609350v5
Cre14.g609400.t1.1	CHLRE_14g609400v5
Cre14.g609450.t1.1	CHLRE_14g609450v5
Cre14.g609500.t1.1	CHLRE_14g609500v5
Cre14.g609551.t1.1	CHLRE_14g609551v5
Cre14.g609600.t1.1	CHLRE_14g609600v5
Cre14.g609650.t1.1	CHLRE_14g609650v5
Cre14.g609700.t1.1	CHLRE_14g609700v5
Cre14.g609750.t1.1	CHLRE_14g609750v5
Cre14.g609800.t1.1	CHLRE_14g609800v5
Cre14.g609850.t1.1	CHLRE_14g609850v5
Cre14.g609900.t1.1	CHLRE_14g609900v5
Cre14.g609926.t1.1	CHLRE_14g609926v5
Cre14.g609950.t1.1	CHLRE_14g609950v5
Cre14.g610000.t1.1	CHLRE_14g610000v5
Cre14.g610050.t1.1	CHLRE_14g610050v5
Cre14.g610100.t1.1	CHLRE_14g610100v5
Cre14.g610150.t1.1	CHLRE_14g610150v5
Cre14.g610200.t1.1	CHLRE_14g610200v5
Cre14.g610250.t1.1	CHLRE_14g610250v5
Cre14.g610300.t1.1	CHLRE_14g610300v5
Cre14.g610351.t1.1	CHLRE_14g610351v5
Cre14.g610400.t1.1	CHLRE_14g610400v5
Cre14.g610450.t1.1	CHLRE_14g610450v5
Cre14.g610501.t1.1	CHLRE_14g610501v5
Cre14.g610550.t1.1	CHLRE_14g610550v5
Cre14.g610566.t1.1	CHLRE_14g610566v5
Cre14.g610582.t1.1	CHLRE_14g610582v5
Cre14.g610599.t1.1	CHLRE_14g610599v5
Cre14.g610615.t1.1	CHLRE_14g610615v5
Cre14.g610631.t1.1	CHLRE_14g610631v5
Cre14.g610647.t1.1	CHLRE_14g610647v5
Cre14.g610663.t1.1	CHLRE_14g610663v5
Cre14.g610700.t1.1	CHLRE_14g610700v5
Cre14.g610750.t1.1	CHLRE_14g610750v5
Cre14.g610801.t1.1	CHLRE_14g610801v5
Cre14.g610850.t1.1	CHLRE_14g610850v5
Cre14.g610900.t1.1	CHLRE_14g610900v5
Cre14.g610950.t1.1	CHLRE_14g610950v5
Cre14.g611000.t1.1	CHLRE_14g611000v5
Cre14.g611051.t1.1	CHLRE_14g611051v5
Cre14.g611100.t1.1	CHLRE_14g611100v5
Cre14.g611150.t1.1	CHLRE_14g611150v5
Cre14.g611200.t1.1	CHLRE_14g611200v5
Cre14.g611250.t1.1	CHLRE_14g611250v5
Cre14.g611300.t1.1	CHLRE_14g611300v5
Cre14.g611350.t1.1	CHLRE_14g611350v5
Cre14.g611400.t1.1	CHLRE_14g611400v5
Cre14.g611450.t1.1	CHLRE_14g611450v5
Cre14.g611484.t1.1	CHLRE_14g611484v5
Cre14.g611517.t1.1	CHLRE_14g611517v5
Cre14.g611552.t1.1	CHLRE_14g611552v5
Cre14.g611650.t1.1	CHLRE_14g611650v5
Cre14.g611700.t1.1	CHLRE_14g611700v5
Cre14.g611750.t1.1	CHLRE_14g611750v5
Cre14.g611800.t1.1	CHLRE_14g611800v5
Cre14.g611850.t1.1	CHLRE_14g611850v5
Cre14.g611900.t1.1	CHLRE_14g611900v5
Cre14.g611950.t1.1	CHLRE_14g611950v5
Cre14.g612000.t1.1	CHLRE_14g612000v5
